测试时间(s),600
CPU峰值(%),4.6
CPU均值(%),1.2
RSS峰值(KB),92276
RSS均值(KB),91507
接收流量(KB),3.2
发送流量(KB),4.6
CPU耗电(uAh/h),-0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

