Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'04:54:13.645,-1.0,4130,-1,459792,30236,22764439,2445944,,-1.0,-1.0,1236,1682,11932,536,651,1696,584,1797,2952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:14.717,26.511627,20468,-1,488244,50792,22765965,2446477,,6.5116277,20.0,4984,5308,11140,1500,1539,1120,1660,13621,2740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:15.781,34.90566,38364,-1,506564,74936,22772348,2450749,,10.377358,24.528301,5124,5437,11100,4180,4206,944,7892,28721,3052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:16.753,32.12435,43844,-1,513980,80504,22776424,2455053,,2.0725389,30.051813,5220,5533,11088,5764,5790,940,9708,32521,3108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:17.766,35.294117,47298,-1,508564,84080,22776849,2455503,,2.9411764,32.35294,5504,5808,11040,7212,7237,936,10008,34253,3184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:18.797,15.048543,46972,-1,508564,84084,22777138,2456107,,0.4854369,14.563107,5508,5813,11040,7212,7237,936,10008,33922,3184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:19.754,13.020833,49861,-1,508784,87412,22777500,2456519,,2.0833333,10.9375,5588,5900,11012,7432,7458,936,10040,36503,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:20.767,27.363182,50799,-1,511544,89256,22777500,2456519,,5.970149,21.393034,6504,6810,10864,8092,8118,932,10104,35871,3200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:21.795,7.246377,49949,-1,511544,86992,22777500,2456519,,0.4830918,6.763285,6548,6852,10832,8092,8118,932,10132,34979,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:22.739,14.285714,49208,-1,511548,87032,22777500,2456519,,1.5873016,12.698413,6564,6868,10832,8092,8118,932,10296,34222,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:23.849,25.339367,54432,-1,513916,92380,22778108,2457082,,5.4298644,19.909502,6572,6876,10832,8332,8358,932,12456,39198,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:24.814,25.13089,54865,-1,514956,92960,22778108,2457082,,1.0471205,24.083769,6580,6884,10832,8332,8358,932,12464,39623,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:25.818,24.875622,57699,-1,516304,95616,22778108,2457082,,3.9800994,20.895523,7056,7360,10820,8604,8630,932,12588,41709,3368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:26.785,35.602093,60070,-1,517516,98232,22778731,2457618,,4.188482,31.413612,8200,8504,10812,8924,8950,932,12428,42616,3372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:27.773,35.353535,59115,-1,517984,97724,22782160,2458426,,3.030303,32.32323,8248,8552,10812,9188,9214,928,12660,41349,3380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:28.800,28.502417,60665,-1,518996,99448,22782768,2458989,,3.3816426,25.120773,8260,8564,10812,10008,10034,928,13024,42067,3428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:29.824,43.137257,62448,-1,519856,101772,22782768,2458989,,3.9215686,39.215687,8264,8568,10812,10828,10854,928,12928,43026,3584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:54:30.974,26.637554,62529,-1,519928,101840,22783230,2459479,,0.0,26.637554,8264,8559,10812,10916,10941,928,12932,43029,3584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
