Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'23:50:34.164,-1.0,35288,-1,505136,71052,8099742,537063,,-1.0,-1.0,5000,5312,11020,6948,6974,932,9104,23002,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:35.184,0.0,35288,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23002,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:36.160,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:37.161,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:38.175,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:39.182,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:40.189,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:41.181,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:42.173,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:43.158,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:44.199,0.0,35305,-1,505136,71052,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9104,23019,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:45.164,0.0,35252,-1,502016,71016,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9068,22966,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:46.176,0.0,35228,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22942,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:47.197,0.0,35245,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22959,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:48.172,0.0,35245,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22959,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:49.204,0.0,35245,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22959,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:50.172,0.0,35245,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22959,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:51.176,0.0,35245,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22959,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'23:50:52.183,0.0,35245,-1,499936,70992,8099742,537063,,0.0,0.0,5000,5312,11020,6948,6974,932,9044,22959,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
