Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'01:11:15.565,-1.0,36124,-1,500932,71924,12276344,1074063,,-1.0,-1.0,5012,5326,11012,6960,6986,936,9988,23812,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:16.559,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:17.555,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:18.563,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:19.556,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:20.561,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:21.559,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:22.577,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:23.560,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:24.561,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:25.559,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:26.562,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:27.567,0.0,36124,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23812,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:28.561,0.0,36124,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23812,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:29.563,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:30.570,0.5102041,36134,-1,500932,71924,12276344,1074063,,0.5102041,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:31.588,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:32.555,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:33.592,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:34.573,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:35.593,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:36.563,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:37.557,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:38.565,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:11:39.590,0.0,36134,-1,500932,71924,12276344,1074063,,0.0,0.0,5012,5326,11012,6960,6986,936,9988,23822,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
