测试时间(s),600
CPU峰值(%),0.5
CPU均值(%),0.2
RSS峰值(KB),72824
RSS均值(KB),72510
接收流量(KB),0.3
发送流量(KB),2.7
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

