Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'00:02:05.137,-1.0,47509,-1,505568,87332,8125554,557637,,-1.0,-1.0,5000,5295,11060,6872,6896,928,10716,35318,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:06.135,2.020202,47509,-1,505568,87332,8125554,557637,,0.5050505,1.5151515,5000,5295,11060,6872,6896,928,10716,35318,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:07.130,0.99502486,47516,-1,505568,87332,8125554,557637,,0.0,0.99502486,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:08.140,1.5,47516,-1,505568,87332,8125554,557637,,0.5,1.0,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:09.128,0.51282054,47516,-1,505568,87332,8125554,557637,,0.0,0.51282054,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:10.139,1.4778326,47516,-1,505568,87332,8125554,557637,,0.0,1.4778326,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:11.156,1.4778326,47516,-1,505568,87332,8125554,557637,,0.0,1.4778326,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:12.143,1.0152284,47516,-1,505568,87332,8125554,557637,,0.5076142,0.5076142,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:13.135,1.5075377,47516,-1,505568,87332,8125554,557637,,0.0,1.5075377,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:02:14.142,1.4851485,47516,-1,505568,87332,8125554,557637,,0.0,1.4851485,5000,5295,11060,6872,6896,928,10716,35325,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
