测试时间(s),970
CPU峰值(%),53.4
CPU均值(%),18.2
RSS峰值(KB),170932
RSS均值(KB),140995
接收流量(KB),7333.0
发送流量(KB),788.2
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),508.2
总耗电(uAh/h),0.0

