Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'03:12:02.668,-1.0,36512,-1,500436,72080,18562659,1882052,,-1.0,-1.0,4892,5206,11076,7036,7062,940,10412,24244,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:03.661,0.0,36501,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24233,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:04.676,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:05.669,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:06.684,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:07.672,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:08.671,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:09.662,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:10.676,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:11.669,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:12.689,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:13.695,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:14.675,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:15.680,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:16.714,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:17.676,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:18.671,0.0,36501,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24233,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:19.672,0.0,36501,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24233,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:20.667,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:21.671,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:22.678,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:23.679,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:24.686,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:25.685,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:26.676,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:27.675,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:28.654,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:29.682,0.0,36511,-1,500436,72080,18562659,1882052,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:30.675,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:31.686,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:32.688,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:33.691,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:34.677,0.0,36501,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24233,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:35.678,0.0,36501,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24233,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:36.684,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:37.677,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:38.691,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:39.681,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:40.676,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:41.686,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:42.696,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:43.681,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:44.687,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:45.699,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:46.701,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:47.688,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:48.689,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:49.699,0.0,36511,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24243,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:50.677,0.0,36501,-1,500436,72080,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10412,24233,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:51.697,0.0,36493,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24225,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:52.696,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:53.684,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:54.697,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:55.703,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:56.692,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:57.701,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:58.696,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:12:59.701,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:13:00.696,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:13:01.697,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:13:02.696,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:13:03.699,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'03:13:04.690,0.0,36503,-1,499396,72072,18562661,1882054,,0.0,0.0,4892,5206,11076,7036,7062,940,10404,24235,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
