测试时间(s),600
CPU峰值(%),0.5
CPU均值(%),0.0
RSS峰值(KB),72652
RSS均值(KB),72586
接收流量(KB),0.3
发送流量(KB),1.4
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

