Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'00:42:19.916,-1.0,51570,-1,506160,91364,10211250,824653,,-1.0,-1.0,4956,5270,11076,7224,7250,928,12044,39050,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:20.934,0.98039216,51559,-1,506160,91364,10211250,824653,,0.49019608,0.49019608,4956,5270,11076,7224,7250,928,12044,39039,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:21.936,1.5,51559,-1,506160,91364,10211250,824653,,0.5,1.0,4956,5270,11076,7224,7250,928,12044,39039,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:22.922,1.5151515,51569,-1,506160,91364,10211250,824653,,0.0,1.5151515,4956,5270,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:23.930,1.4925373,51569,-1,506160,91364,10211250,824653,,0.0,1.4925373,4956,5270,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:24.959,1.4705882,51569,-1,506160,91364,10211250,824653,,0.0,1.4705882,4956,5270,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:25.970,1.4778326,51569,-1,506160,91364,10211250,824653,,0.0,1.4778326,4956,5270,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:26.942,1.0309278,51569,-1,506160,91364,10211250,824653,,0.0,1.0309278,4956,5270,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:27.923,1.0204082,51573,-1,506160,91368,10211250,824653,,0.0,1.0204082,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:28.916,1.0050251,51573,-1,506160,91368,10211250,824653,,0.0,1.0050251,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:29.958,1.4423077,51573,-1,506160,91368,10211250,824653,,0.96153843,0.48076922,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:30.926,1.5384616,51573,-1,506160,91368,10211250,824653,,0.0,1.5384616,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:31.926,1.010101,51573,-1,506160,91368,10211250,824653,,0.0,1.010101,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:32.914,1.010101,51573,-1,506160,91368,10211250,824653,,0.0,1.010101,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:34.013,1.369863,51563,-1,506160,91368,10211250,824653,,0.913242,0.456621,4960,5274,11076,7224,7250,928,12044,39039,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:34.966,1.5706806,51563,-1,506160,91368,10211250,824653,,0.5235602,1.0471205,4960,5274,11076,7224,7250,928,12044,39039,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:35.932,1.0526316,51573,-1,506160,91368,10211250,824653,,0.0,1.0526316,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:36.936,0.990099,51573,-1,506160,91368,10211250,824653,,0.0,0.990099,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:37.933,1.5,51573,-1,506160,91368,10211250,824653,,0.5,1.0,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:38.974,0.96153843,51573,-1,506160,91368,10211250,824653,,0.48076922,0.48076922,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:39.939,2.0833333,51573,-1,506160,91368,10211250,824653,,0.0,2.0833333,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:40.931,1.0050251,51573,-1,506160,91368,10211250,824653,,0.0,1.0050251,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:41.929,0.99502486,51573,-1,506160,91368,10211250,824653,,0.0,0.99502486,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:42.933,1.010101,51573,-1,506160,91368,10211250,824653,,0.0,1.010101,4960,5274,11076,7224,7250,928,12044,39049,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:43.971,1.4423077,51537,-1,503040,91332,10211250,824653,,0.48076922,0.96153843,4960,5274,11076,7224,7250,928,12008,39013,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:44.928,1.0416666,51513,-1,500960,91308,10211250,824653,,0.0,1.0416666,4960,5274,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:45.940,1.5,51517,-1,500960,91312,10211250,824653,,0.0,1.5,4964,5278,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:46.938,1.5,51525,-1,500960,91320,10211250,824653,,0.0,1.5,4972,5286,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:47.938,0.99502486,51529,-1,500960,91324,10211250,824653,,0.0,0.99502486,4976,5290,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:48.933,1.4925373,51537,-1,500960,91332,10211250,824653,,0.49751243,0.99502486,4984,5298,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:49.931,1.010101,51545,-1,500960,91340,10211250,824653,,0.0,1.010101,4992,5306,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:50.951,1.9607843,51549,-1,500960,91344,10211250,824653,,0.98039216,0.98039216,4996,5310,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:51.936,1.5228426,51557,-1,500960,91352,10211250,824653,,0.0,1.5228426,5004,5318,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:52.936,0.5,51561,-1,500960,91356,10211250,824653,,0.0,0.5,5008,5322,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:53.953,1.4778326,51565,-1,500960,91360,10211250,824653,,0.0,1.4778326,5012,5326,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:54.953,1.0050251,51577,-1,500960,91372,10211250,824653,,0.0,1.0050251,5024,5338,11076,7224,7250,928,11984,38989,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'00:42:55.953,1.4851485,51549,-1,500960,91380,10211250,824653,,0.0,1.4851485,5028,5342,11076,7224,7250,928,11984,38957,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
