Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'01:22:46.443,-1.0,51638,-1,506264,91384,12302488,1093757,,-1.0,-1.0,4964,5276,11016,7312,7338,932,12012,39024,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:47.444,1.4925373,51638,-1,506264,91384,12302488,1093757,,0.0,1.4925373,4964,5276,11016,7312,7338,932,12012,39024,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:48.485,1.4492754,51638,-1,506264,91384,12302488,1093757,,0.4830918,0.9661836,4964,5276,11016,7312,7338,932,12012,39024,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:49.441,1.5706806,51638,-1,506264,91384,12302488,1093757,,0.5235602,1.0471205,4964,5276,11016,7312,7338,932,12012,39024,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:50.430,1.5228426,51645,-1,506264,91384,12302488,1093757,,0.0,1.5228426,4964,5276,11016,7312,7338,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:51.444,0.98039216,51645,-1,506264,91384,12302488,1093757,,0.0,0.98039216,4964,5276,11016,7312,7338,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:52.434,1.0152284,51649,-1,506264,91388,12302488,1093757,,0.0,1.0152284,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:53.438,1.5,51649,-1,506264,91388,12302488,1093757,,0.5,1.0,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:54.428,1.5075377,51649,-1,506264,91388,12302488,1093757,,0.0,1.5075377,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:55.443,0.99502486,51649,-1,506264,91388,12302488,1093757,,0.0,0.99502486,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:56.438,1.5151515,51649,-1,506264,91388,12302488,1093757,,0.0,1.5151515,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:57.398,1.0362694,51649,-1,506264,91388,12302488,1093757,,0.0,1.0362694,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:58.452,1.4150944,51649,-1,506264,91388,12302488,1093757,,0.4716981,0.9433962,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:22:59.419,1.5625,51649,-1,506264,91388,12302488,1093757,,0.0,1.5625,4964,5276,11016,7316,7342,932,12012,39031,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
