测试时间(s),600
CPU峰值(%),3.5
CPU均值(%),1.3
RSS峰值(KB),91428
RSS均值(KB),90644
接收流量(KB),3.2
发送流量(KB),4.6
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

