测试时间(s),970
CPU峰值(%),55.2
CPU均值(%),18.0
RSS峰值(KB),171152
RSS均值(KB),141965
接收流量(KB),7352.4
发送流量(KB),790.5
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),508.1
总耗电(uAh/h),0.0

