测试时间(s),600
CPU峰值(%),38.7
CPU均值(%),1.4
RSS峰值(KB),89588
RSS均值(KB),86346
接收流量(KB),9.5
发送流量(KB),10.3
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

