Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'04:32:05.226,-1.0,36251,-1,505336,69320,22725799,2414889,,-1.0,-1.0,4928,5241,11040,7092,7118,940,10080,23892,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:06.204,0.0,36243,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23884,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:07.230,0.0,36243,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23884,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:08.215,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:09.204,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:10.225,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:11.214,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:12.218,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:13.205,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:14.227,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:15.205,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:16.208,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:32:17.216,0.0,36250,-1,505336,69320,22725799,2414889,,0.0,0.0,4928,5241,11040,7092,7118,940,10080,23891,2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
