Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'04:43:25.526,-1.0,51931,-1,509624,88996,22750794,2434335,,-1.0,-1.0,4988,5301,11052,7268,7294,932,12432,39336,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:26.535,1.4778326,51945,-1,509624,89000,22750794,2434335,,0.0,1.4778326,4992,5305,11052,7268,7294,932,12432,39346,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:27.534,1.5075377,51945,-1,509624,89000,22750794,2434335,,0.0,1.5075377,4992,5305,11052,7268,7294,932,12432,39346,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:28.512,1.5228426,51945,-1,509624,89000,22750794,2434335,,0.0,1.5228426,4992,5305,11052,7268,7294,932,12432,39346,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:29.517,1.010101,51945,-1,509624,89000,22750794,2434335,,0.0,1.010101,4992,5305,11052,7268,7294,932,12432,39346,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:30.547,1.4563106,51945,-1,509624,89000,22750794,2434335,,0.0,1.4563106,4992,5305,11052,7268,7294,932,12432,39346,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:31.523,1.0256411,51937,-1,508584,88992,22750794,2434335,,0.0,1.0256411,4992,5305,11052,7268,7294,932,12424,39338,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:32.527,0.99502486,51937,-1,508584,88992,22750794,2434335,,0.49751243,0.49751243,4992,5305,11052,7268,7294,932,12424,39338,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:33.529,2.0,51937,-1,508584,88992,22750794,2434335,,0.5,1.5,4992,5305,11052,7268,7294,932,12424,39338,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'04:43:34.536,1.4851485,51941,-1,508584,88996,22750794,2434335,,0.0,1.4851485,4996,5309,11052,7268,7294,932,12424,39338,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
