测试时间(s),968
CPU峰值(%),55.0
CPU均值(%),18.4
RSS峰值(KB),178336
RSS均值(KB),142385
接收流量(KB),7330.7
发送流量(KB),778.2
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

