测试时间(s),972
CPU峰值(%),55.7
CPU均值(%),18.8
RSS峰值(KB),171004
RSS均值(KB),141777
接收流量(KB),7289.7
发送流量(KB),778.3
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

