Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'01:33:34.822,-1.0,7728,-1,465936,37684,12316587,1105689,,-1.0,-1.0,2096,2533,11860,832,899,1412,1056,4296,2736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:35.981,27.467812,26957,-1,489884,65236,12318069,1106222,,5.1502147,22.317596,5004,5330,11124,1624,1655,1004,2952,19972,3056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:36.903,39.673912,39467,-1,506816,79160,12324900,1110494,,11.956522,27.717392,5124,5438,11104,4180,4206,944,8356,29823,3052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:37.900,34.170853,45078,-1,514708,84756,12327081,1112551,,4.0201006,30.150753,5212,5526,11092,5804,5830,940,10224,33722,3132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:38.898,30.348259,47974,-1,511980,87404,12327081,1112551,,2.9850745,27.363184,5348,5660,11088,6992,7018,940,10432,35296,3184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:39.985,16.129032,47686,-1,511980,87416,12327081,1112551,,1.3824885,14.746544,5356,5660,11088,6992,7017,940,10432,35009,3184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:40.989,28.855722,51144,-1,509160,91220,12328794,1114303,,7.960199,20.895523,5692,5996,11036,7300,7326,936,10444,37822,3208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:41.954,24.083769,51711,-1,511980,92940,12329088,1114891,,3.1413612,20.942408,6204,6514,10992,8024,8050,928,10504,37147,3200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:42.947,7.5757575,50867,-1,511980,91460,12329426,1115303,,1.010101,6.5656567,6432,6738,10892,8028,8054,928,10536,36075,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'01:33:43.933,14.572865,50126,-1,511956,90716,12329426,1115303,,2.0100503,12.562814,6448,6754,10892,8028,8054,928,10700,35318,3228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
