测试时间(s),600
CPU峰值(%),4.0
CPU均值(%),1.3
RSS峰值(KB),92484
RSS均值(KB),91694
接收流量(KB),3.2
发送流量(KB),4.6
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

