测试时间(s),600
CPU峰值(%),4.1
CPU均值(%),1.3
RSS峰值(KB),88212
RSS均值(KB),87441
接收流量(KB),4.1
发送流量(KB),10.3
CPU耗电(uAh/h),0.0
传感器耗电(uAh/h),0.0
总耗电(uAh/h),0.0

