Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'13:34:12.290,-1.0,40783,-1,532788,76620,161879,125099,,-1.0,-1.0,8812,9084,9504,0,0,0,25220,31699,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:13.237,1.0695187,40766,-1,532788,76620,161879,125099,,0.53475934,0.53475934,8812,9084,9504,0,0,0,25220,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:14.251,2.0,40766,-1,532788,76620,161879,125099,,0.0,2.0,8812,9084,9504,0,0,0,25220,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:15.255,2.0725389,40766,-1,532788,76620,161879,125099,,1.0362694,1.0362694,8812,9084,9504,0,0,0,25220,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:16.221,2.173913,40782,-1,532788,76620,161879,125099,,0.0,2.173913,8812,9084,9504,0,0,0,25220,31698,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:17.220,2.0408163,40782,-1,532788,76620,161879,125099,,1.0204082,1.0204082,8812,9084,9504,0,0,0,25220,31698,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:18.229,1.010101,40782,-1,532788,76620,161879,125099,,0.0,1.010101,8812,9084,9504,0,0,0,25220,31698,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:19.218,2.5773194,40766,-1,530708,76604,161879,125099,,0.5154639,2.0618556,8812,9084,9504,0,0,0,25204,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:20.220,2.020202,40766,-1,530708,76604,161879,125099,,0.0,2.020202,8812,9084,9504,0,0,0,25204,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:21.218,2.1052632,40766,-1,530708,76604,161879,125099,,0.5263158,1.5789474,8812,9084,9504,0,0,0,25204,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:22.241,2.0512822,40766,-1,530708,76604,161879,125099,,0.51282054,1.5384616,8812,9084,9504,0,0,0,25204,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:23.222,1.5384616,40766,-1,530708,76604,161879,125099,,0.0,1.5384616,8812,9084,9504,0,0,0,25204,31682,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:24.220,2.0304568,40750,-1,530708,76604,161879,125099,,0.0,2.0304568,8812,9084,9504,0,0,0,25204,31666,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:25.250,2.0100503,40754,-1,530708,76608,161879,125099,,0.5025126,1.5075377,8816,9088,9504,0,0,0,25204,31666,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:34:26.224,2.1276596,40754,-1,530708,76608,161879,125099,,0.0,2.1276596,8816,9088,9504,0,0,0,25204,31666,2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
