Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'13:52:56.465,-1.0,30895,-1,527752,66772,5847715,262150,,-1.0,-1.0,8748,9018,9492,0,0,0,15428,21877,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:52:57.479,0.0,30891,-1,527752,66772,5847715,262150,,0.0,0.0,8748,9019,9492,0,0,0,15428,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:52:58.449,0.0,30891,-1,527752,66772,5847715,262150,,0.0,0.0,8748,9019,9492,0,0,0,15428,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:52:59.443,0.0,30907,-1,527752,66772,5847715,262150,,0.0,0.0,8748,9019,9492,0,0,0,15428,21888,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:53:00.442,0.0,30895,-1,525672,66760,5847715,262150,,0.0,0.0,8752,9023,9492,0,0,0,15412,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:53:01.463,0.0,30895,-1,525672,66760,5847715,262150,,0.0,0.0,8752,9023,9492,0,0,0,15412,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:53:02.446,0.0,30895,-1,525672,66760,5847715,262150,,0.0,0.0,8752,9023,9492,0,0,0,15412,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:53:03.482,0.0,30895,-1,525672,66760,5847715,262150,,0.0,0.0,8752,9023,9492,0,0,0,15412,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:53:04.454,0.0,30895,-1,525672,66760,5847715,262150,,0.0,0.0,8752,9023,9492,0,0,0,15412,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:53:05.456,0.0,30895,-1,525672,66760,5847715,262150,,0.0,0.0,8752,9023,9492,0,0,0,15412,21872,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
