测试时间(s),600
CPU峰值(%),45.2
CPU均值(%),2.4
RSS峰值(KB),78612
RSS均值(KB),76918
接收流量(KB),7.1
发送流量(KB),14.7
CPU耗电(uAh/h),5785.5
传感器耗电(uAh/h),480.0
总耗电(uAh/h),6265.4

