测试时间(s),408
CPU峰值(%),65.4
CPU均值(%),27.1
RSS峰值(KB),140636
RSS均值(KB),110580
接收流量(KB),48672.0
发送流量(KB),917.5
CPU耗电(uAh/h),53397.3
传感器耗电(uAh/h),480.0
总耗电(uAh/h),53877.3

