Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'12:57:00.759,-1.0,27590,-1,524960,63748,10958,9090,,-1.0,-1.0,8652,8895,9496,0,0,0,12600,18695,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:01.755,0.0,27555,-1,524960,63748,10958,9090,,0.0,0.0,8652,8889,9496,0,0,0,12600,18666,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:02.779,0.0,27574,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18679,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:03.748,0.0,27574,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18679,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:04.736,0.0,27572,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18677,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:05.751,0.0,27572,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18677,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:06.757,0.0,27572,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18677,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:07.752,0.0,27572,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18677,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:08.755,0.0,27629,-1,524960,63748,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12600,18734,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:09.752,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:10.760,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:11.755,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:12.763,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:13.747,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:14.747,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:15.746,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:16.765,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:17.776,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:18.753,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:19.761,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:20.766,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:21.745,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:22.775,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:23.759,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:24.779,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'12:57:25.763,0.0,27621,-1,523920,63740,10958,9090,,0.0,0.0,8652,8895,9496,0,0,0,12592,18726,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
