测试时间(s),600
CPU峰值(%),0.0
CPU均值(%),0.0
RSS峰值(KB),63748
RSS均值(KB),63699
接收流量(KB),0.3
发送流量(KB),1.4
CPU耗电(uAh/h),18.8
传感器耗电(uAh/h),0.0
总耗电(uAh/h),18.8

