测试时间(s),600
CPU峰值(%),46.3
CPU均值(%),2.4
RSS峰值(KB),70748
RSS均值(KB),68915
接收流量(KB),3.2
发送流量(KB),4.6
CPU耗电(uAh/h),7382.6
传感器耗电(uAh/h),1006.1
总耗电(uAh/h),7862.6

