Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'13:23:03.877,-1.0,31253,-1,529276,67428,137681,104982,,-1.0,-1.0,8840,9103,9492,0,0,0,16024,22150,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:04.893,0.0,31236,-1,529276,67428,137681,104982,,0.0,0.0,8840,9104,9492,0,0,0,16024,22132,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:05.877,0.0,31574,-1,529276,67428,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16024,22463,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:06.885,0.0,31574,-1,529276,67428,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16024,22463,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:07.879,0.0,31590,-1,529276,67428,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16024,22479,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:08.881,0.0,31590,-1,529276,67428,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16024,22479,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:09.884,0.0,31590,-1,529276,67428,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16024,22479,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:10.883,0.0,31574,-1,527196,67412,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16008,22463,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:11.907,0.0,31574,-1,527196,67412,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16008,22463,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:23:12.884,0.0,31574,-1,527196,67412,137681,104982,,0.0,0.0,8840,9111,9492,0,0,0,16008,22463,2540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
