测试时间(s),600
CPU峰值(%),46.2
CPU均值(%),17.2
RSS峰值(KB),78080
RSS均值(KB),76197
接收流量(KB),10.2
发送流量(KB),27.0
CPU耗电(uAh/h),39663.9
传感器耗电(uAh/h),480.0
总耗电(uAh/h),40143.9

