Time,CPU_Process(%),PSS-API(KB),PSS-Dumpsys(KB),VmSize(KB),RSS(KB),NetIn(Byte),NetOut(Byte),,CPU_Process_Sys,CPU_Process_Usr,DalvikPrivateDirty,DalvikPss,DalvikSharedDirty,NativePrivateDirty,NativePss,NativeSharedDirty,OtherPrivateDirty,OtherPss,OtherSharedDirty,NativePss,NativeSharedDirty,NativePrivateDirty,NativeHeapSize,NativeHeapAlloc,NativeHeapFree,DalvikPss,DalvikSharedDirty,DalvikPrivateDirty,DalvikHeapSize,DalvikHeapAlloc,DalvikHeapFree,TotalPss,TotalSharedDirty,TotalPrivateDirty,TotalHeapSize,TotalHeapAlloc,TotalHeapFree
'13:08:09.490,-1.0,32382,-1,528184,68552,35207,29207,,-1.0,-1.0,8708,8952,9504,0,0,0,17320,23430,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:10.492,2.0100503,32362,-1,528184,68552,35207,29207,,0.0,2.0100503,8708,8952,9504,0,0,0,17320,23410,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:11.475,1.5789474,32362,-1,528184,68552,35207,29207,,0.0,1.5789474,8708,8952,9504,0,0,0,17320,23410,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:12.502,2.0100503,32362,-1,528184,68552,35207,29207,,0.5025126,1.5075377,8708,8952,9504,0,0,0,17320,23410,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:13.462,1.5957446,32381,-1,528184,68552,35207,29207,,0.5319149,1.0638298,8708,8952,9504,0,0,0,17320,23429,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:14.458,2.0618556,32381,-1,528184,68552,35207,29207,,1.5463917,0.5154639,8708,8952,9504,0,0,0,17320,23429,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:15.466,1.5384616,32381,-1,528184,68552,35207,29207,,0.0,1.5384616,8708,8952,9504,0,0,0,17320,23429,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:16.469,2.5252523,32365,-1,526104,68536,35207,29207,,1.5151515,1.010101,8708,8952,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:17.464,1.5463917,32369,-1,526104,68540,35207,29207,,0.0,1.5463917,8712,8956,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:18.469,1.5228426,32369,-1,526104,68540,35207,29207,,0.5076142,1.0152284,8712,8956,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:19.470,2.0408163,32369,-1,526104,68540,35207,29207,,0.0,2.0408163,8712,8956,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:20.457,2.0512822,32369,-1,526104,68540,35207,29207,,0.0,2.0512822,8712,8956,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:21.471,1.5075377,32369,-1,526104,68540,35207,29207,,0.0,1.5075377,8712,8956,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:22.465,2.0618556,32369,-1,526104,68540,35207,29207,,0.0,2.0618556,8712,8956,9504,0,0,0,17304,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:23.460,2.1052632,32406,-1,526104,68540,35207,29207,,0.5263158,1.5789474,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:24.465,1.5306122,32406,-1,526104,68540,35207,29207,,0.5102041,1.0204082,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:25.471,2.0618556,32406,-1,526104,68540,35207,29207,,0.0,2.0618556,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:26.477,2.0618556,32406,-1,526104,68540,35207,29207,,0.0,2.0618556,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:27.482,2.020202,32406,-1,526104,68540,35207,29207,,0.5050505,1.5151515,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:28.480,1.5544041,32406,-1,526104,68540,35207,29207,,0.0,1.5544041,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:29.474,1.5306122,32406,-1,526104,68540,35207,29207,,1.0204082,0.5102041,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:30.496,2.0100503,32406,-1,526104,68540,35207,29207,,0.0,2.0100503,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:31.473,2.0512822,32406,-1,526104,68540,35207,29207,,0.0,2.0512822,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:32.487,1.5706806,32406,-1,526104,68540,35207,29207,,0.0,1.5706806,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:33.475,2.0618556,32406,-1,526104,68540,35207,29207,,0.5154639,1.5463917,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:34.457,2.0725389,32406,-1,526104,68540,35207,29207,,0.5181347,1.5544041,8712,8956,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:35.466,2.5,32410,-1,526104,68544,35207,29207,,1.0,1.5,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:36.472,1.5228426,32410,-1,526104,68544,35207,29207,,0.5076142,1.0152284,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:37.475,2.0512822,32410,-1,526104,68544,35207,29207,,0.51282054,1.5384616,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:38.476,2.0,32410,-1,526104,68544,35207,29207,,1.0,1.0,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:39.504,2.0512822,32410,-1,526104,68544,35207,29207,,0.0,2.0512822,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:40.472,2.1164021,32410,-1,526104,68544,35207,29207,,0.0,2.1164021,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:41.479,2.0618556,32410,-1,526104,68544,35207,29207,,1.0309278,1.0309278,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:42.474,2.0833333,32410,-1,526104,68544,35207,29207,,0.0,2.0833333,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:43.473,2.0512822,32410,-1,526104,68544,35207,29207,,0.51282054,1.5384616,8716,8960,9504,0,0,0,17304,23450,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:44.483,2.0618556,32386,-1,524024,68520,35207,29207,,0.0,2.0618556,8716,8960,9504,0,0,0,17280,23426,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:45.471,2.0725389,32378,-1,522984,68512,35207,29207,,0.0,2.0725389,8720,8964,9504,0,0,0,17268,23414,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:46.470,2.020202,32378,-1,522984,68512,35207,29207,,0.5050505,1.5151515,8720,8964,9504,0,0,0,17268,23414,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:47.484,1.980198,32378,-1,522984,68512,35207,29207,,0.0,1.980198,8720,8964,9504,0,0,0,17268,23414,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:48.481,2.5906737,32378,-1,522984,68512,35207,29207,,0.0,2.5906737,8720,8964,9504,0,0,0,17268,23414,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:49.496,0.9756098,32377,-1,522984,68512,35207,29207,,0.0,0.9756098,8720,8964,9504,0,0,0,17268,23413,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:50.512,3.9800994,32984,-1,522984,68692,35207,29207,,0.99502486,2.9850745,8720,8964,9504,0,0,0,17324,24020,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'13:08:51.485,2.162162,33038,-1,522984,68692,35207,29207,,0.5405405,1.6216216,8720,8971,9504,0,0,0,17324,24067,2564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
