测试时间(s),409
CPU峰值(%),69.8
CPU均值(%),26.5
RSS峰值(KB),137616
RSS均值(KB),108698
接收流量(KB),14641.3
发送流量(KB),840.5
CPU耗电(uAh/h),53838.3
传感器耗电(uAh/h),480.0
总耗电(uAh/h),54318.3

