测试时间(s),175
CPU峰值(%),60.5
CPU均值(%),28.8
RSS峰值(KB),97112
RSS均值(KB),89188
接收流量(KB),1301.5
发送流量(KB),939.3
CPU耗电(uAh/h),59892.0
传感器耗电(uAh/h),480.0
总耗电(uAh/h),60372.0

